Año;Institucion licitante;Procedimientos iniciados;Procedimientos licitados;Monto adjudicado en colones;Porcentaje
2019;MUNICIPALIDAD DE PEREZ ZELEDON;448;431;6481951317;0.44
2019;INSTITUTO COSTARRICENSE DE FERROCARRILES;136;117;6335776100;0.43
2019;HOSPITAL DOCTOR CALDERON GUARDIA;141;147;6161064797;0.42
2019;HOSPITAL DOCTOR FERNANDO ESCALANTE PRADILLA;160;141;6005680943;0.41
2019;BANCO CENTRAL DE COSTA RICA;803;733;5607691892;0.38
2019;MUNICIPALIDAD DE ALAJUELA;332;294;5511582447;0.38
2019;UNIVERSIDAD TECNICA NACIONAL (UTN);817;743;5502154273;0.38
2019;FABRICA NACIONAL DE LICORES (FANAL);212;179;5485479539;0.38
2019;MUNICIPALIDAD DE ZARCERO;113;93;5447028417;0.37
2019;UNIVERSIDAD ESTATAL A DISTANCIA (UNED);219;178;5051630844;0.35
2019;MUNICIPALIDAD DE CURRIDABAT;248;198;4653215863;0.32
2019;HOSPITAL MEXICO;333;310;4475816460;0.31
2019;MUNICIPALIDAD DE SAN CARLOS;481;397;4345159142;0.3
2019;INSTITUTO COSTARRICENSE DE INVESTIGACION Y ENSEÑANZA EN NUTRICION Y SA;54;50;4241246731;0.29
2019;HOSPITAL SAN VICENTE DE PAUL;186;166;3955622729;0.27
2019;RADIOGRAFICA COSTARRICENSE S. A;152;131;3904084673;0.27
2019;MUNICIPALIDAD DE POCOCI;397;379;3804999397;0.26
2019;MUNICIPALIDAD DE ESCAZU;199;149;3740135808;0.26
2019;INSTITUTO MIXTO DE AYUDA SOCIAL;214;184;3587731954;0.25
2019;INSTITUTO COSTARRICENSE DEL DEPORTE Y LA RECREACION (ICODER);138;114;3448036760;0.24
2019;JUNTA DE PROTECCION SOCIAL DE SAN JOSE;227;190;3446097341;0.24
2019;INSTITUTO COSTARRICENSE DE PUERTOS DEL PACIFICO;414;347;3320870469;0.23
2019;MUNICIPALIDAD DE SARAPIQUI;520;471;3265192241;0.22
2019;MUNICIPALIDAD DE GUACIMO;248;228;3252181522;0.22
2019;MUNICIPALIDAD DE BUENOS AIRES;321;252;3250844992;0.22
2019;MINISTERIO DE CULTURA Y JUVENTUD;287;262;3186262123;0.22
2019;MUNICIPALIDAD DE GOICOECHEA;364;285;3179042955;0.22
2019;HOSPITAL NACIONAL PSIQUIATRICO;101;86;3137397719;0.21
2019;INSTITUTO TECNOLOGICO DE COSTA RICA (ITCR);534;463;3065260350;0.21
2019;MUNICIPALIDAD DE NICOYA;340;328;3033156675;0.21
2019;MUNICIPALIDAD DE TURRIALBA;320;272;3002329063;0.21
2019;MUNICIPALIDAD DE ABANGARES;164;148;2905222970;0.2
2019;PROMOTORA DE COMERCIO EXTERIOR DE COSTA RICA;121;112;2890571972;0.2
2019;HOSPITAL DOCTOR ENRIQUE BALTODANO BRICEÑO;110;96;2826232517;0.19
2019;MUNICIPALIDAD DE GOLFITO;83;70;2819788304;0.19
2019;BANCO POPULAR Y DE DESARROLLO COMUNAL;155;122;2732160238;0.19
2019;MUNICIPALIDAD DE SAN RAMON;280;240;2626460849;0.18
2019;DIRECCION GENERAL DE AVIACION CIVIL;342;260;2539939752;0.17
2019;JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO (JASE;95;78;2535631363;0.17
2019;MINISTERIO DE SEGURIDAD PUBLICA;262;200;2431234484;0.17
2019;INSTITUTO SOBRE ALCOHOLISMO Y FARMACODEPENDENCIA;117;101;2367152447;0.16
2019;MUNICIPALIDAD DE LIMON;203;164;2356916055;0.16
2019;PATRONATO NACIONAL DE LA INFANCIA (PANI);325;248;2309770149;0.16
2019;HOSPITAL DE LA ANEXION;52;46;2270789899;0.16
2019;CONSEJO RECTOR SISTEMA DE BANCA PARA EL DESARROLLO;91;84;2164006084;0.15
2019;MUNICIPALIDAD DE COTO BRUS;161;134;2129599953;0.15
2019;MUNICIPALIDAD DE UPALA;163;151;2097675982;0.14
2019;MUNICIPALIDAD DE CARRILLO GUANACASTE;203;136;2057583403;0.14
2019;MUNICIPALIDAD DE OROTINA;195;186;2021803963;0.14
2019;MUNICIPALIDAD DE SANTA ANA;466;400;2000723961;0.14
2019;MUNICIPALIDAD DE NARANJO;220;178;1973014533;0.14
2019;MUNICIPALIDAD DE SIQUIRRES;417;336;1968148549;0.13
2019;MINISTERIO DE AMBIENTE Y ENERGIA (MINAE);140;106;1945982518;0.13
2019;MUNICIPALIDAD DE ESPARZA;230;197;1944626162;0.13
2019;MUNICIPALIDAD DE LA UNION;266;221;1883555469;0.13
2019;MUNICIPALIDAD DE LA CRUZ GUANACASTE;253;218;1825274598;0.12
2019;SISTEMA NACIONAL DE AREAS DE CONSERVACION;207;117;1802689307;0.12
2019;SERVICIO FITOSANITARIO DEL ESTADO;196;161;1741106802;0.12
2019;CORPORACION BANANERA NACIONAL;1555;1432;1734933601;0.12
2019;MUNICIPALIDAD DE OSA;161;140;1727179831;0.12
2019;MUNICIPALIDAD DE GRECIA;976;884;1709812343;0.12
2019;MINISTERIO DE COMERCIO EXTERIOR;114;89;1703793921;0.12
2019;MUNICIPALIDAD DE SANTO DOMINGO DE HEREDIA;262;220;1674068256;0.11
2019;CONSEJO NACIONAL DE RECTORES (CONARE);264;235;1635098203;0.11
2019;HOSPITAL MONSEÑOR SANABRIA;123;119;1626760344;0.11
2019;MUNICIPALIDAD DE VASQUEZ DE CORONADO;408;365;1615436062;0.11
2019;MUNICIPALIDAD DE TARRAZU;88;82;1607798447;0.11
2019;MINISTERIO DE TRABAJO Y SEGURIDAD SOCIAL;121;105;1607024980;0.11
2019;HOSPITAL DR. MAX PERALTA DE CARTAGO;190;184;1576270029;0.11
2019;HOSPITAL WILLIAM ALLEN T. DE TURRIALBA;73;69;1540355845;0.11
2019;HOSPITAL CARLOS VALVERDE VEGA;97;85;1528281922;0.1
2019;ASAMBLEA LEGISLATIVA;134;111;1497816747;0.1
2019;MUNICIPALIDAD DE MATINA;117;104;1491423222;0.1
2019;MUNICIPALIDAD DE CORREDORES;98;91;1490922690;0.1
2019;MUNICIPALIDAD DE GARABITO;265;264;1487055019;0.1
2019;MUNICIPALIDAD DE SANTA CRUZ;197;147;1461314357;0.1
2019;INSTITUTO NACIONAL DE ESTADISTICAS Y CENSOS;175;157;1447889748;0.1
2019;MUNICIPALIDAD DE SAN RAFAEL DE HEREDIA;104;103;1436728937;0.1
2019;MUNICIPALIDAD DE CAÑAS;306;302;1429573881;0.1
2019;MUNICIPALIDAD DE QUEPOS;282;226;1375540722;0.09
2019;MUNICIPALIDAD DE DESAMPARADOS;571;474;1367368704;0.09
2019;PROGRAMA INTEGRAL DE MERCADEO AGROPECUARIO;225;200;1326213537;0.09
2019;HOSPITAL DE SAN CARLOS;47;45;1301013354;0.09
2019;MUNICIPALIDAD DE ACOSTA;160;155;1284084255;0.09
2019;MUNICIPALIDAD DE PARRITA;107;84;1272154762;0.09
2019;MUNICIPALIDAD DE MONTES DE ORO;543;536;1239539783;0.08
2019;SUPERINTENDENCIA DE TELECOMUNICACIONES (SUTEL);67;53;1233385225;0.08
2019;AUTORIDAD REGULADORA DE LOS SERVICIOS PUBLICOS;146;135;1223335171;0.08
2019;HOSPITAL DE SAN VITO DE COTO BRUS;36;35;1206762687;0.08
2019;CENTRO NACIONAL DE REHABILITACION DR. HUMBERTO ARAYA ROJAS;121;109;1197769624;0.08
2019;ASOCIACION CRUZ ROJA COSTARRICENSE;105;75;1188741430;0.08
2019;BANCO HIPOTECARIO DE LA VIVIENDA (BANHVI);207;184;1188611782;0.08
2019;INSTITUTO NACIONAL DE FOMENTO COOPERATIVO;155;123;1177529995;0.08
2019;MUNICIPALIDAD DE SAN PABLO DE HEREDIA;168;157;1173818874;0.08
2019;MUNICIPALIDAD DE ASERRI;299;248;1167470818;0.08
2019;HOSPITAL DE LAS MUJERES ADOLFO CARIT EVA;105;95;1162879887;0.08
2019;MUNICIPALIDAD DE FLORES;68;63;1161712720;0.08
2019;MUNICIPALIDAD DE PARAISO;388;339;1136051166;0.08
2019;MUNICIPALIDAD DE PUNTARENAS;428;424;1131592262;0.08
2019;CORREOS DE COSTA RICA S.A.;187;145;1116369616;0.08
2019;SISTEMA DE EMERGENCIAS 911;26;26;1110541084;0.08
2019;INSTITUTO DEL CAFE DE COSTA RICA;230;212;1095081364;0.07
2019;MINISTERIO DE AGRICULTURA Y GANADERIA;54;53;1087998206;0.07
2019;MINISTERIO DE RELACIONES EXTERIORES Y CULTO;358;324;1082126962;0.07
2019;MUNICIPALIDAD DE HOJANCHA;302;297;1065763613;0.07
2019;MUNICIPALIDAD DE TALAMANCA;153;127;1056712141;0.07
2019;MUNICIPALIDAD DE TILARAN;87;85;1051367215;0.07
2019;HOSPITAL DE GUAPILES;82;76;1043205525;0.07
2019;MUNICIPALIDAD DE MONTES DE OCA;396;361;1033651758;0.07
2019;MUNICIPALIDAD DE SANTA BARBARA DE HEREDIA;97;78;1032225281;0.07
2019;CONSEJO DE TRANSPORTE PUBLICO;120;102;998649144;0.07
2019;MUNICIPALIDAD DE BAGACES;92;84;988962725;0.07
2019;MUNICIPALIDAD DE PURISCAL;118;88;978995123;0.07
2019;COLEGIO UNIVERSITARIO DE LIMON;131;129;972866068;0.07
2019;CONCEJO MUNICIPAL DE DISTRITO DE COBANO;148;139;953994899;0.07
2019;TEATRO POPULAR MELICO SALAZAR;183;147;938351937;0.06
2019;SERVICIO NACIONAL DE SALUD ANIMAL;108;91;919912041;0.06
2019;HOSPITAL DE CIUDAD NEILY;91;78;897442763;0.06
2019;MUNICIPALIDAD DE OREAMUNO;17;13;894749421;0.06
2019;HOSPITAL MAX TERAN VALLS DE QUEPOS;51;48;894321073;0.06
2019;HOSPITAL NACIONAL DE GERIATRIA Y GERONTOLOGIA DOCTOR RAUL BLANCO CERVA;115;110;876451776;0.06
2019;BN VALORES PUESTO DE BOLSA S.A.;97;86;875262097;0.06
2019;MUNICIPALIDAD DE LIBERIA;125;100;873128986;0.06
2019;CONSEJO NACIONAL DE PERSONAS CON DISCAPACIDAD (CONAPDIS);196;161;867885520;0.06
2019;MUNICIPALIDAD DE POAS;300;270;865670022;0.06
2019;MUNICIPALIDAD DE EL GUARCO;535;509;857389659;0.06
2019;MUNICIPALIDAD DE TIBAS;205;167;834717535;0.06
2019;MUNICIPALIDAD DE SARCHI;131;118;831539751;0.06
2019;MUNICIPALIDAD DE SAN ISIDRO DE HEREDIA;183;159;830706646;0.06
2019;MINISTERIO DE JUSTICIA Y PAZ;200;173;825136091;0.06
2019;MUNICIPALIDAD DE TURRUBARES;61;45;817116254;0.06
2019;MUNICIPALIDAD DE BELEN;159;121;765313686;0.05
2019;INSTITUTO NACIONAL DE LAS MUJERES;65;62;756964916;0.05
2019;MUNICIPALIDAD DE ATENAS;185;163;749875297;0.05
2019;JUNTA ADMINISTRATIVA DEL ARCHIVO NACIONAL;168;128;747565730;0.05
2019;HOSPITAL TONY FACIO CASTRO;114;103;742064804;0.05
2019;HOSPITAL DE GOLFITO;71;70;740048044;0.05
2019;INSTITUTO DE DESARROLLO PROFESIONAL ULADISLAO GAMEZ SOLANO;119;104;707780198;0.05
2019;HOSPITAL LOS CHILES -REGION HUETAR NORTE;25;23;702821946;0.05
2019;MUNICIPALIDAD DE MORA;249;218;702642390;0.05
2019;HOSPITAL SAN FRANCISCO DE ASIS, GRECIA;77;69;681612510;0.05
2019;HOSPITAL TOMAS CASAS CASAJUS CIUDAD CORTES;85;78;679076044;0.05
2019;MUNICIPALIDAD DE ALAJUELITA;122;117;662080110;0.05
2019;INSTITUTO COSTARRICENSE DE PESCA Y ACUICULTURA;63;51;654540422;0.04
2019;MUNICIPALIDAD DE LOS CHILES;129;113;644424600;0.04
2019;JUNTA ADMINISTRATIVA DE LA IMPRENTA NACIONAL;82;67;616099023;0.04
2019;INSTITUTO NACIONAL DE INNOVACION TECNOLOGICA AGROPECUARIA INTA;132;111;605901607;0.04
2019;MINISTERIO DE CIENCIA, TECNOLOGIA Y TELECOMUNICACIONES (MICITT);101;81;579326532;0.04
2019;INS SERVICIOS SOCIEDAD ANONIMA;170;137;547377954;0.04
2019;COMISION NACIONAL DE PRESTAMOS PARA EDUCACION;134;108;521134539;0.04
2019;INSTITUTO DE FOMENTO Y ASESORIA MUNICIPAL (IFAM);87;67;513139349;0.04
2019;MINISTERIO DE SALUD;66;41;504262574;0.03
2019;INSTITUTO NACIONAL DE VIVIENDA Y URBANISMO;48;37;501614491;0.03
2019;TEATRO NACIONAL;134;117;495513319;0.03
2019;MUNICIPALIDAD DE BARVA;31;29;479865545;0.03
2019;CONTRALORIA GENERAL DE LA REPUBLICA DE COSTA RICA;239;210;479706578;0.03
2019;MUSEO NACIONAL DE COSTA RICA;139;128;467709567;0.03
2019;SISTEMA NACIONAL DE RADIO Y TELEVISION SOCIEDAD ANONIMA (SINART);44;34;445543350;0.03
2019;CENTRO COSTARRICENSE DE PRODUCCION CINEMATOGRAFICA;10;10;433813168;0.03
2019;MINISTERIO DE VIVIENDA Y ASENTAMIENTOS HUMANOS;48;38;424789777;0.03
2019;JUNTA ADMINISTRATIVA PORTUARIA Y DE DESARROLLO ECONOMICO DE LA VERTIEN;146;128;420588819;0.03
2019;OPERADORA DE PLANES DE PENSIONES COMPLEMENTARIAS DEL BANCO POPULAR Y D;63;49;414387394;0.03
2019;BN-VITAL OPERADORA DE PENSIONES COMPLEMENTARIAS S.A.;131;101;409031174;0.03
2019;MUNICIPALIDAD DE LEON CORTES;9;8;405125443;0.03
2019;SISTEMA NACIONAL DE ACREDITACION DE LA EDUCACION SUPERIOR (SINAES);110;99;401289060;0.03
2019;CONSEJO NACIONAL DE LA POLITICA PUBLICA DE LA PERSONA JOVEN;18;18;385855981;0.03
2019;CONCEJO MUNICIPAL DE DISTRITO DE COLORADO DE ABANGARES;141;132;383029352;0.03
2019;MUNICIPALIDAD DE DOTA;74;73;377425313;0.03
2019;CONCEJO MUNICIPAL DE DISTRITO LEPANTO;53;52;370210939;0.03
2019;BCR PENSION OPERADORA DE PLANES DE PENSIONES COMPLEMENTARIAS SOCIEDAD;57;49;337677875;0.02
2019;MUNICIPALIDAD DE PALMARES;91;82;337294799;0.02
2019;COMITE CANTONAL DE DEPORTE Y RECREACION DE ESCAZU;50;44;329734256;0.02
2019;CENTRO NACIONAL DE LA MUSICA;101;90;326097242;0.02
2019;MUNICIPALIDAD DE GUATUSO;206;177;321222259;0.02
2019;POPULAR VALORES PUESTO DE BOLSA S.A.;37;34;310506470;0.02
2019;COLEGIO UNIVERSITARIO DE CARTAGO;254;228;307421760;0.02
2019;MUNICIPALIDAD DE ALVARADO DE PACAYAS;108;88;307181503;0.02
2019;CONSEJO DE SALUD OCUPACIONAL;10;9;304403563;0.02
2019;OPERADORA DE PENSIONES COMPLEMENTARIAS Y DE CAPITALIZACION LABORAL DE;58;50;300521302;0.02
2019;CONCEJO MUNICIPAL DEL DISTRITO DE PAQUERA PUNTARENAS;31;27;295448797;0.02
2019;CABLE VISION DE COSTA RICA CVCR S.A.;6;6;283100213;0.02
2019;INSTITUTO COSTARRICENSE SOBRE DROGAS;101;76;282289774;0.02
2019;CORPORACION GANADERA;74;58;268566940;0.02
2019;OFICINA DE COOPERACION INTERNACIONAL DE LA SALUD;15;6;264914728;0.02
2019;TRIBUNAL REGISTRAL ADMINISTRATIVO;79;70;263121246;0.02
2019;MUSEO HISTORICO CULTURAL JUAN SANTAMARIA;13;10;249236365;0.02
2019;MUNICIPALIDAD DE SAN MATEO;32;28;240053916;0.02
2019;BN SOCIEDAD ADMINISTRADORA DE FONDOS DE INVERSION S.A;34;30;239360116;0.02
2019;CONCEJO MUNICIPAL DE DISTRITO DE MONTEVERDE DE PUNTARENAS;72;70;238764123;0.02
2019;SISTEMA NACIONAL DE EDUCACION MUSICAL;29;23;232660627;0.02
2019;COMITE CANTONAL DE DEPORTE Y RECREACION DE BELEN;44;35;230366719;0.02
2019;MINISTERIO DE LA PRESIDENCIA;120;91;222568887;0.02
2019;FONDO NACIONAL DE FINANCIAMIENTO FORESTAL;111;93;220355532;0.02
2019;DEFENSORIA DE LOS HABITANTES DE LA REPUBLICA;119;99;212633229;0.01
2019;MINISTERIO DE PLANIFICACION NACIONAL Y POLITICA ECONOMICA;98;84;198554825;0.01
2019;UNION NACIONAL DE GOBIERNOS LOCALES;88;81;184378383;0.01
2019;BCR CORREDORA DE SEGUROS SOCIEDAD ANONIMA;24;18;182347445;0.01
2019;FEDERACION MUNICIPAL DEL CARIBE COSTARRICENSE Y ASOCIADOS;53;39;181610202;0.01
2019;CONCEJO MUNICIPAL DE DISTRITO DE CERVANTES;296;285;165877183;0.01
2019;MINISTERIO DE ECONOMIA INDUSTRIA Y COMERCIO;69;55;165085182;0.01
2019;POPULAR SEGUROS CORREDURIA DE SEGUROS SOCIEDAD ANONIMA;63;60;164220768;0.01
2019;LABORATORIO COSTARRICENSE DE METROLOGIA;88;75;163764851;0.01
2019;MUSEO DE ARTE COSTARRICENSE;23;20;161771000;0.01
2019;CORPORACION ARROCERA NACIONAL;173;162;158781738;0.01
2019;CIUDAD DE LOS NIÑOS (NO USAR);432;418;155294219;0.01
2019;MUNICIPALIDAD DE JIMENEZ;8;5;150987726;0.01
2019;BN CORREDORA DE SEGUROS S.A.;65;58;140021702;0.01
2019;JUNTA DE DESARROLLO REGIONAL DE LA ZONA SUR DE LA PROVINCIA DE PUNTARE;16;14;135836185;0.01
2019;BCR VALORES PUESTO DE BOLSA S.A.;53;44;128090945;0.01
2019;INS VALORES PUESTO DE BOLSA SOCIEDAD ANONIMA;11;10;127625297;0.01
2019;AGENCIA DE PROTECCION DE DATOS DE LOS HABITANTES (PRODHAB);20;19;124835488;0.01
2019;INS RED DE SERVICIOS DE SALUD SOCIEDAD ANONIMA;63;62;121031536;0.01
2019;CONSEJO NACIONAL DE LA PERSONA ADULTA MAYOR;55;44;120727178;0.01
2019;COLEGIO DE ABOGADOS DE COSTA RICA;79;59;118761012;0.01
2019;BCR SOCIEDAD ADMINISTRADORA DE FONDOS DE INVERSION SOCIEDAD ANONIMA;57;40;98588477;0.01
2019;POPULAR SOCIEDAD DE FONDOS DE INVERSION SOCIEDAD ANONIMA;14;12;95448451;0.01
2019;CONSEJO NACIONAL DE INVESTIGACION EN SALUD (CONIS);4;3;93411928;0.01
2019;FIDEICOMISO INMOBILIARIO JUDESUR BCR;1;1;90310997;0.01
2019;MINISTERIO DE GOBERNACION Y POLICIA;72;55;89765554;0.01
2019;PROMOTORA COSTARRICENSE DE INNOVACION E INVESTIGACION;25;22;85187476;0.01
2019;MUSEO DOCTOR RAFAEL ANGEL CALDERON GUARDIA;5;7;78612767;0.01
2019;COLEGIO DE PERIODISTAS DE COSTA RICA;56;57;78270584;0.01
2019;DIRECCION NACIONAL DE NOTARIADO;71;55;75399951;0.01
2019;ASOCIACION CARTAGINESA ATENCION CIUDADANOS TERCERA EDAD (ASCATE);10;9;67300785;0
2019;CONSEJO NACIONAL DE CONCESIONES;58;47;66582052;0
2019;CONSEJO NACIONAL DE PRODUCCION;21;2;53440417;0
2019;ASOCIACION COSTARRICENSE PARA EL TAMIZAJE Y LA PREVENCION DE DISCAPACI;54;52;53410169;0
2019;PROCURADURIA GENERAL DE LA REPUBLICA;57;49;51215060;0
2019;COMISION NACIONAL PARA LA GESTION DE LA BIODIVERSIDAD;11;9;49168385;0
2019;FEDERACION DE MUNICIPALIDADES DE GUANACASTE;6;4;49066206;0
2019;JUNTA ADMINISTRATIVA DEL CEMENTERIO GENERAL Y LAS ROSAS DE ALAJUELA;112;108;41671317;0
2019;LIGA AGRICOLA INDUSTRIAL DE LA CAÑA;48;48;38117628;0
2019;ALMACEN FISCAL AGRICOLA DE CARTAGO S.A.;5;4;37226778;0
2019;COMISION PARA EL ORDENAMIENTO Y MANEJO DE LA CUENCA DEL RIO REVENTAZON;3;3;35855149;0
2019;CONSEJO SUPERIOR DE EDUCACION;22;15;32820222;0
2019;OFICINA NACIONAL DE SEMILLAS;39;39;32278792;0
2019;JUNTA ADMINISTRATIVA DE CEMENTERIOS DE GOICOECHEA;83;83;25456459;0
2019;FUNDACION DEL PARQUE MARINO DEL PACIFICO;32;21;20087841;0
2019;FONDO NACIONAL DE BECAS;8;6;19071177;0
2019;MUSEO DE ARTE Y DISEÑO CONTEMPORANEO;22;16;17850289;0
2019;OFICINA NACIONAL FORESTAL;11;11;13439165;0
2019;CENTRO CULTURAL E HISTORICO JOSE FIGUERES FERRER;23;19;12206969;0
2019;EDITORIAL COSTA RICA;3;3;10893970;0
2019;FUNDACION MUNDO DE OPORTUNIDADES;1;1;8803819;0
2019;OPERADORA DE PENSIONES COMPLEMENTARIAS DE LA CCSS;2;2;8012774;0
2019;DEPOSITO AGRICOLA DE CARTAGO S.A.;2;2;4425512;0
2019;COMITE CANTONAL DE DEPORTE Y RECREACION DE CARTAGO;19;14;4187581;0
2019;INS INVERSIONES SOCIEDAD ADMINISTRADORA DE FONDOS DE INVERSION SOCIEDA;1;1;3599389;0
2019;CONSEJO NACIONAL DE CLUBES 4-S;8;2;2200291;0
2019;PATRONATO NACIONAL DE CIEGOS;9;5;1252032;0
2019;CASA DE LA CULTURA DE PUNTARENAS;2;2;552275;0
2019;COMITE CANTONAL DE DEPORTE Y RECREACION DE LIBERIA;2;1;287600;0
2019;MUNICIPALIDAD DE NANDAYURE;1;0;0;0
2020;PROGRAMA INTEGRAL DE MERCADEO AGROPECUARIO;169;130;174924649189;15.51
2020;CAJA COSTARRICENSE DE SEGURO SOCIAL (CCSS);2738;2465;142681398260;12.65
2020;INSTITUTO COSTARRICENSE DE ACUEDUCTOS Y ALCANTARILLADOS (AYA);1410;1307;92705916834;8.22
2020;BANCO NACIONAL DE COSTA RICA;370;330;38821257907;3.44
2020;CONSEJO NACIONAL DE VIALIDAD;106;101;37839380918;3.36
2020;CONSEJO DE SEGURIDAD VIAL;272;221;36893723275;3.27
2020;MUNICIPALIDAD DE MATINA;123;88;30725713666;2.72
2020;INSTITUTO COSTARRICENSE DE ELECTRICIDAD;799;653;26698504910;2.37
2020;EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA SOCIEDAD ANONIMA;1934;1918;22552798713;2
2020;REFINADORA COSTARRICENSE DE PETROLEO SOCIEDAD ANONIMA (RECOPE);307;208;21972859564;1.95
2020;HOSPITAL SAN RAFAEL DE ALAJUELA;202;181;20096067313;1.78
2020;FUNDACION OMAR DENGO;55;53;19593155074;1.74
2020;CORTE SUPREMA DE JUSTICIA PODER JUDICIAL;2360;1993;17097025050;1.52
2020;UNIVERSIDAD DE COSTA RICA;855;759;16505683039;1.46
2020;FABRICA NACIONAL DE LICORES (FANAL);209;185;16234412697;1.44
2020;HOSPITAL MEXICO;366;346;16221982511;1.44
2020;INSTITUTO NACIONAL DE SEGUROS (INS);1205;1134;15961831419;1.42
2020;COMISION NACIONAL DE PREVENCION DE RIESGOS Y ATENCION DE EMERGENCIAS;530;373;14563301466;1.29
2020;PATRONATO NACIONAL DE LA INFANCIA (PANI);213;179;13957614132;1.24
2020;INSTITUTO NACIONAL DE APRENDIZAJE (INA);912;709;12019623727;1.07
2020;UNIVERSIDAD NACIONAL (UNA);204;168;11710665677;1.04
2020;INSTITUTO DE DESARROLLO RURAL (INDER);380;326;11295726012;1
2020;COMPAÑIA NACIONAL DE FUERZA Y LUZ;956;858;10481697917;0.93
2020;BANCO CENTRAL DE COSTA RICA;533;484;9816640959;0.87
2020;JUNTA ADMINISTRATIVA DEL REGISTRO NACIONAL;256;223;9432332436;0.84
2020;MINISTERIO DE OBRAS PUBLICAS Y TRANSPORTES;115;105;9263245180;0.82
2020;MUNICIPALIDAD DE HEREDIA;265;219;8297949900;0.74
2020;MINISTERIO DE SEGURIDAD PUBLICA;339;281;7945881333;0.7
2020;INSTITUTO TECNOLOGICO DE COSTA RICA (ITCR);429;386;7469437245;0.66
2020;HOSPITAL NACIONAL DE NIÑOS;521;482;6885342260;0.61
2020;BANCO DE COSTA RICA;330;277;5959322156;0.53
2020;MUNICIPALIDAD DE SAN JOSE;1442;1125;5342012262;0.47
2020;INSTITUTO COSTARRICENSE DE FERROCARRILES;134;102;4930564659;0.44
2020;HOSPITAL DOCTOR CALDERON GUARDIA;173;159;4676153693;0.41
2020;MUNICIPALIDAD DE ALAJUELA;275;239;4671093163;0.41
2020;MUNICIPALIDAD DE POCOCI;330;306;4434487290;0.39
2020;HOSPITAL NACIONAL PSIQUIATRICO;98;86;4022303889;0.36
2020;HOSPITAL SAN VICENTE DE PAUL;160;144;3822675611;0.34
2020;SERVICIO NACIONAL DE AGUAS SUBTERRANEAS RIEGO Y AVENAMIENTO;184;168;3792981942;0.34
2020;INSTITUTO COSTARRICENSE DE PUERTOS DEL PACIFICO;256;197;3766907428;0.33
2020;HOSPITAL TONY FACIO CASTRO;140;133;3738270055;0.33
2020;INSTITUTO DE DESARROLLO PROFESIONAL ULADISLAO GAMEZ SOLANO;71;59;3656555533;0.32
2020;INSTITUTO COSTARRICENSE DE TURISMO (ICT);121;99;3469463823;0.31
2020;MUNICIPALIDAD DE PEREZ ZELEDON;286;245;3390241069;0.3
2020;JUNTA DE PROTECCION SOCIAL DE SAN JOSE;223;198;3308609646;0.29
2020;MUNICIPALIDAD DE SIQUIRRES;233;175;3292122211;0.29
2020;RADIOGRAFICA COSTARRICENSE S A;106;83;3247024415;0.29
2020;COLEGIO UNIVERSITARIO DE CARTAGO;311;234;3207008206;0.28
2020;MUNICIPALIDAD DE CARTAGO;373;271;3146554804;0.28
2020;DIRECCION GENERAL DE AVIACION CIVIL;218;163;3041274273;0.27
2020;TRIBUNAL SUPREMO DE ELECCIONES;292;249;2991099696;0.27
2020;HOSPITAL DOCTOR ENRIQUE BALTODANO BRICEÑO;100;95;2940143356;0.26
2020;BANCO POPULAR Y DE DESARROLLO COMUNAL;105;74;2894163969;0.26
2020;MUNICIPALIDAD DE BUENOS AIRES;323;254;2859955986;0.25
2020;MUNICIPALIDAD DE GOICOECHEA;352;275;2850482532;0.25
2020;MUNICIPALIDAD DE CURRIDABAT;207;166;2842766488;0.25
2020;BENEMERITO CUERPO DE BOMBEROS DE COSTA RICA;80;53;2664113489;0.24
2020;MUNICIPALIDAD DE SANTA ANA;368;300;2626640903;0.23
2020;CONSEJO RECTOR SISTEMA DE BANCA PARA EL DESARROLLO;77;59;2602442639;0.23
2020;MUNICIPALIDAD DE GARABITO;114;75;2549995466;0.23
2020;CORPORACION BANANERA NACIONAL;1516;1378;2545060833;0.23
2020;MUNICIPALIDAD DE SANTA CRUZ;230;175;2468124075;0.22
2020;SUPERINTENDENCIA DE TELECOMUNICACIONES (SUTEL);41;28;2458209076;0.22
2020;INSTITUTO NACIONAL DE LAS MUJERES;23;16;2426460289;0.22
2020;UNIVERSIDAD ESTATAL A DISTANCIA (UNED);331;210;2374983653;0.21
2020;MUNICIPALIDAD DE NICOYA;216;188;2248324927;0.2
2020;MINISTERIO DE SALUD;84;58;2230695076;0.2
2020;INSTITUTO MIXTO DE AYUDA SOCIAL;129;99;2203691394;0.2
2020;HOSPITAL DR MAX PERALTA DE CARTAGO;177;171;2186817311;0.19
2020;CENTRO NACIONAL DE REHABILITACION DR HUMBERTO ARAYA ROJAS;181;169;2168945642;0.19
2020;MUNICIPALIDAD DE GOLFITO;75;56;2103757838;0.19
2020;INSTITUTO COSTARRICENSE DE INVESTIGACION Y ENSEÑANZA EN NUTRICION Y SA;41;37;1981760844;0.18
2020;MUNICIPALIDAD DE PARAISO;276;217;1980155111;0.18
2020;HOSPITAL SAN JUAN DE DIOS;541;447;1940018089;0.17
